description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
14	1				100	16	361	2034		4	cont_df	"r31,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
15	1				100	16	361	2034		4	cont_dg	"r18,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
16	1				100	16	361	2034		4	cont_dh	"r20,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
17	1				100	16	361	2034		4	cont_di	"r28,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
18	1				100	16	361	2034		4	cont_dj	"r17,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
19	1				100	16	361	2034		4	cont_dk	"r23,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
20	1				100	16	361	2034		4	cont_dl	"r04,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
21	1				100	16	361	2034		4	cont_dn	"r27,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
22	1				100	16	361	2034		4	cont_do	"r09,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
23	1				100	16	361	2034		4	cont_dp	"r21,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
24	1				100	16	361	2034		4	cont_dq	"r08,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
25	1				100	16	361	2034		4	cont_dr	"r13,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
26	1				100	16	361	2034		4	cont_dt	"r12,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
27	1				100	16	361	2034		4	cont_du	"r29,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
28	1				100	16	361	2034		4	cont_dv	"r07,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
29	1				100	16	361	2034		4	cont_dw	"r10,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
30	1				100	16	361	2034		4	cont_dx	"r03,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
31	1				100	16	361	2034		4	cont_dy	"r22,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
32	1				100	16	361	2034		4	cont_dz	"r26,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
33	1				100	16	361	2034		4	cont_ea	"r33,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
34	1				100	16	361	2034		4	cont_cf	"gpb,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
35	1				100	16	361	2034		4	cont_cg	"gpg,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
36	1				100	16	361	2034		4	cont_ch	"gpr,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
37	1				100	16	361	2034		4	cont_ci	"gpv,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
38	1				100	16	361	2034		4	cont_cj	"gpw,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
39	1				100	16	361	2034		4	cont_ck	"gpy,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
40	1				100	16	361	2034		4	cont_ed	"skz,qty=3"						useitem	99	0	0	Add_one			3	3																																																																															0
1	1				100	16	361	2033		5	cont_cs	"r11,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
2	1				100	16	361	2033		5	cont_ct	"r30,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
3	1				100	16	361	2033		5	cont_cu	"r32,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
4	1				100	16	361	2033		5	cont_cv	"r14,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
5	1				100	16	361	2033		5	cont_cw	"r02,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
6	1				100	16	361	2033		5	cont_cx	"r01,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
7	1				100	16	361	2033		5	cont_cy	"r05,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
8	1				100	16	361	2033		5	cont_cz	"r19,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
9	1				100	16	361	2033		5	cont_da	"r25,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
10	1				100	16	361	2033		5	cont_db	"r15,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
11	1				100	16	361	2033		5	cont_dc	"r16,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
12	1				100	16	361	2033		5	cont_dd	"r24,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
13	1				100	16	361	2033		5	cont_de	"r06,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
14	1				100	16	361	2033		5	cont_df	"r31,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
15	1				100	16	361	2033		5	cont_dg	"r18,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
16	1				100	16	361	2033		5	cont_dh	"r20,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
17	1				100	16	361	2033		5	cont_di	"r28,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
18	1				100	16	361	2033		5	cont_dj	"r17,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
19	1				100	16	361	2033		5	cont_dk	"r23,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
20	1				100	16	361	2033		5	cont_dl	"r04,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
21	1				100	16	361	2033		5	cont_dn	"r27,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
22	1				100	16	361	2033		5	cont_do	"r09,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
23	1				100	16	361	2033		5	cont_dp	"r21,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
24	1				100	16	361	2033		5	cont_dq	"r08,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
25	1				100	16	361	2033		5	cont_dr	"r13,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
26	1				100	16	361	2033		5	cont_dt	"r12,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
27	1				100	16	361	2033		5	cont_du	"r29,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
28	1				100	16	361	2033		5	cont_dv	"r07,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
29	1				100	16	361	2033		5	cont_dw	"r10,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
30	1				100	16	361	2033		5	cont_dx	"r03,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
31	1				100	16	361	2033		5	cont_dy	"r22,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
32	1				100	16	361	2033		5	cont_dz	"r26,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
33	1				100	16	361	2033		5	cont_ea	"r33,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
34	1				100	16	361	2033		5	cont_cf	"gpb,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
35	1				100	16	361	2033		5	cont_cg	"gpg,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
36	1				100	16	361	2033		5	cont_ch	"gpr,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
37	1				100	16	361	2033		5	cont_ci	"gpv,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
38	1				100	16	361	2033		5	cont_cj	"gpw,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
39	1				100	16	361	2033		5	cont_ck	"gpy,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
40	1				100	16	361	2033		5	cont_ed	"skz,qty=4"						useitem	99	0	0	Add_one			4	4																																																																															0
1	1				100	16	361	2032		6	cont_cs	"r11,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
2	1				100	16	361	2032		6	cont_ct	"r30,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
3	1				100	16	361	2032		6	cont_cu	"r32,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
4	1				100	16	361	2032		6	cont_cv	"r14,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
5	1				100	16	361	2032		6	cont_cw	"r02,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
6	1				100	16	361	2032		6	cont_cx	"r01,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
7	1				100	16	361	2032		6	cont_cy	"r05,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
8	1				100	16	361	2032		6	cont_cz	"r19,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
9	1				100	16	361	2032		6	cont_da	"r25,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
10	1				100	16	361	2032		6	cont_db	"r15,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
11	1				100	16	361	2032		6	cont_dc	"r16,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
12	1				100	16	361	2032		6	cont_dd	"r24,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
13	1				100	16	361	2032		6	cont_de	"r06,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
14	1				100	16	361	2032		6	cont_df	"r31,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
15	1				100	16	361	2032		6	cont_dg	"r18,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
16	1				100	16	361	2032		6	cont_dh	"r20,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
17	1				100	16	361	2032		6	cont_di	"r28,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
18	1				100	16	361	2032		6	cont_dj	"r17,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
19	1				100	16	361	2032		6	cont_dk	"r23,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
20	1				100	16	361	2032		6	cont_dl	"r04,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
21	1				100	16	361	2032		6	cont_dn	"r27,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
22	1				100	16	361	2032		6	cont_do	"r09,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
23	1				100	16	361	2032		6	cont_dp	"r21,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
24	1				100	16	361	2032		6	cont_dq	"r08,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
25	1				100	16	361	2032		6	cont_dr	"r13,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
26	1				100	16	361	2032		6	cont_dt	"r12,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
27	1				100	16	361	2032		6	cont_du	"r29,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
28	1				100	16	361	2032		6	cont_dv	"r07,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
29	1				100	16	361	2032		6	cont_dw	"r10,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
30	1				100	16	361	2032		6	cont_dx	"r03,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
31	1				100	16	361	2032		6	cont_dy	"r22,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
32	1				100	16	361	2032		6	cont_dz	"r26,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
33	1				100	16	361	2032		6	cont_ea	"r33,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
34	1				100	16	361	2032		6	cont_cf	"gpb,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
35	1				100	16	361	2032		6	cont_cg	"gpg,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
36	1				100	16	361	2032		6	cont_ch	"gpr,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
37	1				100	16	361	2032		6	cont_ci	"gpv,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
38	1				100	16	361	2032		6	cont_cj	"gpw,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
39	1				100	16	361	2032		6	cont_ck	"gpy,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
40	1				100	16	361	2032		6	cont_ed	"skz,qty=5"						useitem	99	0	0	Add_one			5	5																																																																															0
1	1				100	16	361	2031		7	cont_cs	"r11,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
2	1				100	16	361	2031		7	cont_ct	"r30,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
3	1				100	16	361	2031		7	cont_cu	"r32,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
4	1				100	16	361	2031		7	cont_cv	"r14,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
5	1				100	16	361	2031		7	cont_cw	"r02,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
6	1				100	16	361	2031		7	cont_cx	"r01,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
7	1				100	16	361	2031		7	cont_cy	"r05,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
8	1				100	16	361	2031		7	cont_cz	"r19,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
9	1				100	16	361	2031		7	cont_da	"r25,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
10	1				100	16	361	2031		7	cont_db	"r15,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
11	1				100	16	361	2031		7	cont_dc	"r16,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
12	1				100	16	361	2031		7	cont_dd	"r24,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
13	1				100	16	361	2031		7	cont_de	"r06,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
14	1				100	16	361	2031		7	cont_df	"r31,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
15	1				100	16	361	2031		7	cont_dg	"r18,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
16	1				100	16	361	2031		7	cont_dh	"r20,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
17	1				100	16	361	2031		7	cont_di	"r28,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
18	1				100	16	361	2031		7	cont_dj	"r17,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
19	1				100	16	361	2031		7	cont_dk	"r23,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
20	1				100	16	361	2031		7	cont_dl	"r04,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
21	1				100	16	361	2031		7	cont_dn	"r27,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
22	1				100	16	361	2031		7	cont_do	"r09,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
23	1				100	16	361	2031		7	cont_dp	"r21,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
24	1				100	16	361	2031		7	cont_dq	"r08,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
25	1				100	16	361	2031		7	cont_dr	"r13,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
26	1				100	16	361	2031		7	cont_dt	"r12,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
27	1				100	16	361	2031		7	cont_du	"r29,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
28	1				100	16	361	2031		7	cont_dv	"r07,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
29	1				100	16	361	2031		7	cont_dw	"r10,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
30	1				100	16	361	2031		7	cont_dx	"r03,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
31	1				100	16	361	2031		7	cont_dy	"r22,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
32	1				100	16	361	2031		7	cont_dz	"r26,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
33	1				100	16	361	2031		7	cont_ea	"r33,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
34	1				100	16	361	2031		7	cont_cf	"gpb,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
35	1				100	16	361	2031		7	cont_cg	"gpg,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
36	1				100	16	361	2031		7	cont_ch	"gpr,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
37	1				100	16	361	2031		7	cont_ci	"gpv,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
38	1				100	16	361	2031		7	cont_cj	"gpw,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
39	1				100	16	361	2031		7	cont_ck	"gpy,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
40	1				100	16	361	2031		7	cont_ed	"skz,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
1	1				100	16	361	2030		8	cont_cs	"r11,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
2	1				100	16	361	2030		8	cont_ct	"r30,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
3	1				100	16	361	2030		8	cont_cu	"r32,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
4	1				100	16	361	2030		8	cont_cv	"r14,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
5	1				100	16	361	2030		8	cont_cw	"r02,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
6	1				100	16	361	2030		8	cont_cx	"r01,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
7	1				100	16	361	2030		8	cont_cy	"r05,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
8	1				100	16	361	2030		8	cont_cz	"r19,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
9	1				100	16	361	2030		8	cont_da	"r25,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
10	1				100	16	361	2030		8	cont_db	"r15,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
11	1				100	16	361	2030		8	cont_dc	"r16,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
12	1				100	16	361	2030		8	cont_dd	"r24,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
13	1				100	16	361	2030		8	cont_de	"r06,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
14	1				100	16	361	2030		8	cont_df	"r31,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
15	1				100	16	361	2030		8	cont_dg	"r18,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
16	1				100	16	361	2030		8	cont_dh	"r20,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
17	1				100	16	361	2030		8	cont_di	"r28,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
18	1				100	16	361	2030		8	cont_dj	"r17,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
19	1				100	16	361	2030		8	cont_dk	"r23,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
20	1				100	16	361	2030		8	cont_dl	"r04,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
21	1				100	16	361	2030		8	cont_dn	"r27,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
22	1				100	16	361	2030		8	cont_do	"r09,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
23	1				100	16	361	2030		8	cont_dp	"r21,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
24	1				100	16	361	2030		8	cont_dq	"r08,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
25	1				100	16	361	2030		8	cont_dr	"r13,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
26	1				100	16	361	2030		8	cont_dt	"r12,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
27	1				100	16	361	2030		8	cont_du	"r29,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
28	1				100	16	361	2030		8	cont_dv	"r07,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
29	1				100	16	361	2030		8	cont_dw	"r10,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
30	1				100	16	361	2030		8	cont_dx	"r03,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
31	1				100	16	361	2030		8	cont_dy	"r22,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
32	1				100	16	361	2030		8	cont_dz	"r26,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
33	1				100	16	361	2030		8	cont_ea	"r33,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
34	1				100	16	361	2030		8	cont_cf	"gpb,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
35	1				100	16	361	2030		8	cont_cg	"gpg,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
36	1				100	16	361	2030		8	cont_ch	"gpr,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
37	1				100	16	361	2030		8	cont_ci	"gpv,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
38	1				100	16	361	2030		8	cont_cj	"gpw,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
39	1				100	16	361	2030		8	cont_ck	"gpy,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
40	1				100	16	361	2030		8	cont_ed	"skz,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
1	1				100	16	361	2029		9	cont_cs	"r11,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
2	1				100	16	361	2029		9	cont_ct	"r30,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
3	1				100	16	361	2029		9	cont_cu	"r32,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
4	1				100	16	361	2029		9	cont_cv	"r14,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
5	1				100	16	361	2029		9	cont_cw	"r02,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
6	1				100	16	361	2029		9	cont_cx	"r01,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
7	1				100	16	361	2029		9	cont_cy	"r05,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
8	1				100	16	361	2029		9	cont_cz	"r19,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
9	1				100	16	361	2029		9	cont_da	"r25,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
10	1				100	16	361	2029		9	cont_db	"r15,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
11	1				100	16	361	2029		9	cont_dc	"r16,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
12	1				100	16	361	2029		9	cont_dd	"r24,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
13	1				100	16	361	2029		9	cont_de	"r06,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
14	1				100	16	361	2029		9	cont_df	"r31,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
15	1				100	16	361	2029		9	cont_dg	"r18,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
16	1				100	16	361	2029		9	cont_dh	"r20,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
17	1				100	16	361	2029		9	cont_di	"r28,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
18	1				100	16	361	2029		9	cont_dj	"r17,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
19	1				100	16	361	2029		9	cont_dk	"r23,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
20	1				100	16	361	2029		9	cont_dl	"r04,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
21	1				100	16	361	2029		9	cont_dn	"r27,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
22	1				100	16	361	2029		9	cont_do	"r09,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
23	1				100	16	361	2029		9	cont_dp	"r21,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
24	1				100	16	361	2029		9	cont_dq	"r08,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
25	1				100	16	361	2029		9	cont_dr	"r13,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
26	1				100	16	361	2029		9	cont_dt	"r12,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
27	1				100	16	361	2029		9	cont_du	"r29,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
28	1				100	16	361	2029		9	cont_dv	"r07,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
29	1				100	16	361	2029		9	cont_dw	"r10,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
30	1				100	16	361	2029		9	cont_dx	"r03,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
31	1				100	16	361	2029		9	cont_dy	"r22,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
32	1				100	16	361	2029		9	cont_dz	"r26,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
33	1				100	16	361	2029		9	cont_ea	"r33,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
34	1				100	16	361	2029		9	cont_cf	"gpb,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
35	1				100	16	361	2029		9	cont_cg	"gpg,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
36	1				100	16	361	2029		9	cont_ch	"gpr,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
37	1				100	16	361	2029		9	cont_ci	"gpv,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
38	1				100	16	361	2029		9	cont_cj	"gpw,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
39	1				100	16	361	2029		9	cont_ck	"gpy,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
40	1				100	16	361	2029		9	cont_ed	"skz,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
1	1				100	16	361	2028		10	cont_cs	"r11,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
2	1				100	16	361	2028		10	cont_ct	"r30,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
3	1				100	16	361	2028		10	cont_cu	"r32,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
4	1				100	16	361	2028		10	cont_cv	"r14,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
5	1				100	16	361	2028		10	cont_cw	"r02,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
6	1				100	16	361	2028		10	cont_cx	"r01,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
7	1				100	16	361	2028		10	cont_cy	"r05,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
8	1				100	16	361	2028		10	cont_cz	"r19,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
9	1				100	16	361	2028		10	cont_da	"r25,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
10	1				100	16	361	2028		10	cont_db	"r15,qty=9"						useitem	99	0	0	Add_one			9	9																																																																															0
