description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
	1				100					2	The Salamander	tsc						cr1																													tsc																																																										0
	1				100					2	The Iron Jang Bong	tsc						cr1																													tsc																																																										0
	1				100					2	Pluckeye	tsc						cr1																													tsc																																																										0
	1				100					2	Witherstring	tsc						cr1																													tsc																																																										0
	1				100					2	Rimeraven	tsc						cr1																													tsc																																																										0
	1				100					2	Piercerib	tsc						cr1																													tsc																																																										0
	1				100					2	Pullspite	tsc						cr1																													tsc																																																										0
	1				100					2	Wizendraw	tsc						cr1																													tsc																																																										0
	1				100					2	Hellclap	tsc						cr1																													tsc																																																										0
	1				100					2	Blastbark	tsc						cr1																													tsc																																																										0
	1				100					2	Leadcrow	tsc						cr1																													tsc																																																										0
	1				100					2	Ichorsting	tsc						cr1																													tsc																																																										0
	1				100					2	Hellcast	tsc						cr1																													tsc																																																										0
	1				100					2	Doomspittle	tsc						cr1																													tsc																																																										0
	1				100					2	War Bonnet	tsc						cr1																													tsc																																																										0
	1				100					2	Tarnhelm	tsc						cr1																													tsc																																																										0
	1				100					2	Coif of Glory	tsc						cr1																													tsc																																																										0
	1				100					2	Duskdeep	tsc						cr1																													tsc																																																										0
	1				100					2	Wormskull	tsc						cr1																													tsc																																																										0
	1				100					2	Howltusk	tsc						cr1																													tsc																																																										0
	1				100					2	Undead Crown	tsc						cr1																													tsc																																																										0
	1				100					2	The Face of Horror	tsc						cr1																													tsc																																																										0
	1				100					2	Greyform	tsc						cr1																													tsc																																																										0
	1				100					2	Blinkbats Form	tsc						cr1																													tsc																																																										0
	1				100					2	The Centurion	tsc						cr1																													tsc																																																										0
	1				100					2	Twitchthroe	tsc						cr1																													tsc																																																										0
	1				100					2	Darkglow	tsc						cr1																													tsc																																																										0
	1				100					2	Hawkmail	tsc						cr1																													tsc																																																										0
	1				100					2	Sparking Mail	tsc						cr1																													tsc																																																										0
	1				100					2	Venomsward	tsc						cr1																													tsc																																																										0
	1				100					2	Iceblink	tsc						cr1																													tsc																																																										0
	1				100					2	Boneflesh	tsc						cr1																													tsc																																																										0
	1				100					2	Rockfleece	tsc						cr1																													tsc																																																										0
	1				100					2	Rattlecage	tsc						cr1																													tsc																																																										0
	1				100					2	Goldskin	tsc						cr1																													tsc																																																										0
	1				100					2	Victors Silk	tsc						cr1																													tsc																																																										0
	1				100					2	Heavenly Garb	tsc						cr1																													tsc																																																										0
	1				100					2	Pelta Lunata	tsc						cr1																													tsc																																																										0
	1				100					2	Umbral Disk	tsc						cr1																													tsc																																																										0
	1				100					2	Stormguild	tsc						cr1																													tsc																																																										0
	1				100					2	Wall of the Eyeless	tsc						cr1																													tsc																																																										0
	1				100					2	Swordback Hold	tsc						cr1																													tsc																																																										0
	1				100					2	Steelclash	tsc						cr1																													tsc																																																										0
	1				100					2	Bverrit Keep	tsc						cr1																													tsc																																																										0
	1				100					2	The Ward	tsc						cr1																													tsc																																																										0
	1				100					2	The Hand of Broc	tsc						cr1																													tsc																																																										0
	1				100					2	Bloodfist	tsc						cr1																													tsc																																																										0
	1				100					2	Chance Guards	tsc						cr1																													tsc																																																										0
	1				100					2	Magefist	tsc						cr1																													tsc																																																										0
	1				100					2	Frostburn	tsc						cr1																													tsc																																																										0
	1				100					2	Hotspur	tsc						cr1																													tsc																																																										0
	1				100					2	Gorefoot	tsc						cr1																													tsc																																																										0
	1				100					2	Treads of Cthon	tsc						cr1																													tsc																																																										0
	1				100					2	Goblin Toe	tsc						cr1																													tsc																																																										0
	1				100					2	Tearhaunch	tsc						cr1																													tsc																																																										0
	1				100					2	Lenyms Cord	tsc						cr1																													tsc																																																										0
	1				100					2	Snakecord	tsc						cr1																													tsc																																																										0
	1				100					2	Nightsmoke	tsc						cr1																													tsc																																																										0
	1				100					2	Goldwrap	tsc						cr1																													tsc																																																										0
	1				100					2	Bladebuckle	tsc						cr1																													tsc																																																										0
	1				100					2	Nokozan Relic	tsc						cr1																													tsc																																																										0
	1				100					2	The Eye of Etlich	tsc						cr1																													tsc																																																										0
	1				100					2	The Mahim-Oak Curio	tsc						cr1																													tsc																																																										0
	1				100					2	Nagelring	tsc						cr1																													tsc																																																										0
	1				100					2	Manald Heal	tsc						cr1																													tsc																																																										0
	1				100					2	The Stone of Jordan	tsc						cr1																													tsc																																																										0
	1				100					2	Coldkill	tsc						cr1																													tsc																																																										0
	1				100					2	Butcher's Pupil	tsc						cr1																													tsc																																																										0
	1				100					2	Islestrike	tsc						cr1																													tsc																																																										0
	1				100					2	Pompe's Wrath	tsc						cr1																													tsc																																																										0
	1				100					2	Guardian Naga	tsc						cr1																													tsc																																																										0
	1				100					2	Warlord's Trust	tsc						cr1																													tsc																																																										0
	1				100					2	Spellsteel	tsc						cr1																													tsc																																																										0
	1				100					2	Stormrider	tsc						cr1																													tsc																																																										0
	1				100					2	Boneslayer Blade	tsc						cr1																													tsc																																																										0
	1				100					2	The Minataur	tsc						cr1																													tsc																																																										0
	1				100					2	Suicide Branch	tsc						cr1																													tsc																																																										0
	1				100					2	Carin Shard	tsc						cr1																													tsc																																																										0
	1				100					2	Arm of King Leoric	tsc						cr1																													tsc																																																										0
	1				100					2	Blackhand Key	tsc						cr1																													tsc																																																										0
	1				100					2	Dark Clan Crusher	tsc						cr1																													tsc																																																										0
	1				100					2	Zakarum's Hand	tsc						cr1																													tsc																																																										0
	1				100					2	The Fetid Sprinkler	tsc						cr1																													tsc																																																										0
	1				100					2	Hand of Blessed Light	tsc						cr1																													tsc																																																										0
	1				100					2	Fleshrender	tsc						cr1																													tsc																																																										0
	1				100					2	Sureshrill Frost	tsc						cr1																													tsc																																																										0
	1				100					2	Moonfall	tsc						cr1																													tsc																																																										0
	1				100					2	Baezil's Vortex	tsc						cr1																													tsc																																																										0
	1				100					2	Earthshaker	tsc						cr1																													tsc																																																										0
	1				100					2	Bloodtree Stump	tsc						cr1																													tsc																																																										0
	1				100					2	The Gavel of Pain	tsc						cr1																													tsc																																																										0
	1				100					2	Bloodletter	tsc						cr1																													tsc																																																										0
	1				100					2	Coldsteel Eye	tsc						cr1																													tsc																																																										0
	1				100					2	Hexfire	tsc						cr1																													tsc																																																										0
	1				100					2	Blade of Ali Baba	tsc						cr1																													tsc																																																										0
	1				100					2	Ginther's Rift	tsc						cr1																													tsc																																																										0
	1				100					2	Headstriker	tsc						cr1																													tsc																																																										0
	1				100					2	Plague Bearer	tsc						cr1																													tsc																																																										0
	1				100					2	The Atlantian	tsc						cr1																													tsc																																																										0
	1				100					2	Crainte Vomir	tsc						cr1																													tsc																																																										0
	1				100					2	Bing Sz Wang	tsc						cr1																													tsc																																																										0
	1				100					2	The Vile Husk	tsc						cr1																													tsc																																																										0
	1				100					2	Cloudcrack	tsc						cr1																													tsc																																																										0
	1				100					2	Todesfaelle Flamme	tsc						cr1																													tsc																																																										0
	1				100					2	Swordguard	tsc						cr1																													tsc																																																										0
	1				100					2	Spineripper	tsc						cr1																													tsc																																																										0
	1				100					2	Heart Carver	tsc						cr1																													tsc																																																										0
	1				100					2	Blackbog's Sharp	tsc						cr1																													tsc																																																										0
	1				100					2	Stormspike	tsc						cr1																													tsc																																																										0
	1				100					2	The Impaler	tsc						cr1																													tsc																																																										0
	1				100					2	Kelpie Snare	tsc						cr1																													tsc																																																										0
	1				100					2	Soulfeast Tine	tsc						cr1																													tsc																																																										0
	1				100					2	Hone Sundan	tsc						cr1																													tsc																																																										0
	1				100					2	Spire of Honor	tsc						cr1																													tsc																																																										0
	1				100					2	The Meat Scraper	tsc						cr1																													tsc																																																										0
	1				100					2	Blackleach Blade	tsc						cr1																													tsc																																																										0
	1				100					2	Athena's Wrath	tsc						cr1																													tsc																																																										0
	1				100					2	Pierre Tombale Couant	tsc						cr1																													tsc																																																										0
	1				100					2	Husoldal Evo	tsc						cr1																													tsc																																																										0
	1				100					2	Grim's Burning Dead	tsc						cr1																													tsc																																																										0
	1				100					2	Razorswitch	tsc						cr1																													tsc																																																										0
	1				100					2	Ribcracker	tsc						cr1																													tsc																																																										0
	1				100					2	Chromatic Ire	tsc						cr1																													tsc																																																										0
	1				100					2	Warpspear	tsc						cr1																													tsc																																																										0
	1				100					2	Skullcollector	tsc						cr1																													tsc																																																										0
	1				100					2	Skystrike	tsc						cr1																													tsc																																																										0
	1				100					2	Riphook	tsc						cr1																													tsc																																																										0
	1				100					2	Kuko Shakaku	tsc						cr1																													tsc																																																										0
	1				100					2	Endlesshail	tsc						cr1																													tsc																																																										0
	1				100					2	Whichwild String	tsc						cr1																													tsc																																																										0
	1				100					2	Cliffkiller	tsc						cr1																													tsc																																																										0
	1				100					2	Magewrath	tsc						cr1																													tsc																																																										0
	1				100					2	Godstrike Arch	tsc						cr1																													tsc																																																										0
	1				100					2	Langer Briser	tsc						cr1																													tsc																																																										0
	1				100					2	Pus Spiter	tsc						cr1																													tsc																																																										0
	1				100					2	Buriza-Do Kyanon	tsc						cr1																													tsc																																																										0
	1				100					2	Demon Machine	tsc						cr1																													tsc																																																										0
	1				100					2	Peasent Crown	tsc						cr1																													tsc																																																										0
	1				100					2	Rockstopper	tsc						cr1																													tsc																																																										0
	1				100					2	Stealskull	tsc						cr1																													tsc																																																										0
	1				100					2	Darksight Helm	tsc						cr1																													tsc																																																										0
	1				100					2	Valkiry Wing	tsc						cr1																													tsc																																																										0
	1				100					2	Crown of Thieves	tsc						cr1																													tsc																																																										0
	1				100					2	Blackhorn's Face	tsc						cr1																													tsc																																																										0
	1				100					2	Vampiregaze	tsc						cr1																													tsc																																																										0
	1				100					2	The Spirit Shroud	tsc						cr1																													tsc																																																										0
	1				100					2	Skin of the Vipermagi	tsc						cr1																													tsc																																																										0
	1				100					2	Skin of the Flayerd One	tsc						cr1																													tsc																																																										0
	1				100					2	Ironpelt	tsc						cr1																													tsc																																																										0
	1				100					2	Spiritforge	tsc						cr1																													tsc																																																										0
	1				100					2	Crow Caw	tsc						cr1																													tsc																																																										0
	1				100					2	Shaftstop	tsc						cr1																													tsc																																																										0
	1				100					2	Duriel's Shell	tsc						cr1																													tsc																																																										0
	1				100					2	Skullder's Ire	tsc						cr1																													tsc																																																										0
	1				100					2	Guardian Angel	tsc						cr1																													tsc																																																										0
	1				100					2	Toothrow	tsc						cr1																													tsc																																																										0
	1				100					2	Atma's Wail	tsc						cr1																													tsc																																																										0
	1				100					2	Black Hades	tsc						cr1																													tsc																																																										0
	1				100					2	Corpsemourn	tsc						cr1																													tsc																																																										0
	1				100					2	Que-Hegan's Wisdon	tsc						cr1																													tsc																																																										0
	1				100					2	Visceratuant	tsc						cr1																													tsc																																																										0
	1				100					2	Mosers Blessed Circle	tsc						cr1																													tsc																																																										0
	1				100					2	Stormchaser	tsc						cr1																													tsc																																																										0
	1				100					2	Tiamat's Rebuke	tsc						cr1																													tsc																																																										0
	1				100					2	Kerke's Sanctuary	tsc						cr1																													tsc																																																										0
	1				100					2	Radimant's Sphere	tsc						cr1																													tsc																																																										0
	1				100					2	Lidless Wall	tsc						cr1																													tsc																																																										0
	1				100					2	Lance Guard	tsc						cr1																													tsc																																																										0
	1				100					2	Venom Grip	tsc						cr1																													tsc																																																										0
	1				100					2	Gravepalm	tsc						cr1																													tsc																																																										0
	1				100					2	Ghoulhide	tsc						cr1																													tsc																																																										0
	1				100					2	Lavagout	tsc						cr1																													tsc																																																										0
	1				100					2	Hellmouth	tsc						cr1																													tsc																																																										0
	1				100					2	Infernostride	tsc						cr1																													tsc																																																										0
	1				100					2	Waterwalk	tsc						cr1																													tsc																																																										0
	1				100					2	Silkweave	tsc						cr1																													tsc																																																										0
	1				100					2	Wartraveler	tsc						cr1																													tsc																																																										0
	1				100					2	Gorerider	tsc						cr1																													tsc																																																										0
	1				100					2	String of Ears	tsc						cr1																													tsc																																																										0
	1				100					2	Razortail	tsc						cr1																													tsc																																																										0
	1				100					2	Gloomstrap	tsc						cr1																													tsc																																																										0
	1				100					2	Snowclash	tsc						cr1																													tsc																																																										0
	1				100					2	Thudergod's Vigor	tsc						cr1																													tsc																																																										0
	1				100					2	Harlequin Crest	tsc						cr1																													tsc																																																										0
	1				100					2	Veil of Steel	tsc						cr1																													tsc																																																										0
	1				100					2	The Gladiator's Bane	tsc						cr1																													tsc																																																										0
	1				100					2	Arkaine's Valor	tsc						cr1																													tsc																																																										0
	1				100					2	Blackoak Shield	tsc						cr1																													tsc																																																										0
	1				100					2	Stormshield	tsc						cr1																													tsc																																																										0
	1				100					2	Hellslayer	tsc						cr1																													tsc																																																										0
	1				100					2	Messerschmidt's Reaver	tsc						cr1																													tsc																																																										0
	1				100					2	Baranar's Star	tsc						cr1																													tsc																																																										0
	1				100					2	Schaefer's Hammer	tsc						cr1																													tsc																																																										0
	1				100					2	The Cranium Basher	tsc						cr1																													tsc																																																										0
	1				100					2	Lightsabre	tsc						cr1																													tsc																																																										0
	1				100					2	Doombringer	tsc						cr1																													tsc																																																										0
	1				100					2	The Grandfather	tsc						cr1																													tsc																																																										0
	1				100					2	Wizardspike	tsc						cr1																													tsc																																																										0
	1				100					2	Stormspire	tsc						cr1																													tsc																																																										0
	1				100					2	Eaglehorn	tsc						cr1																													tsc																																																										0
	1				100					2	Windforce	tsc						cr1																													tsc																																																										0
	1				100					2	Bul Katho's Wedding Band	tsc						cr1																													tsc																																																										0
	1				100					2	The Cat's Eye	tsc						cr1																													tsc																																																										0
	1				100					2	The Rising Sun	tsc						cr1																													tsc																																																										0
	1				100					2	Crescent Moon	tsc						cr1																													tsc																																																										0
	1				100					2	Mara's Kaleidoscope	tsc						cr1																													tsc																																																										0
	1				100					2	Atma's Scarab	tsc						cr1																													tsc																																																										0
	1				100					2	Dwarf Star	tsc						cr1																													tsc																																																										0
	1				100					2	Raven Frost	tsc						cr1																													tsc																																																										0
	1				100					2	Highlord's Wrath	tsc						cr1																													tsc																																																										0
	1				100					2	Saracen's Chance	tsc						cr1																													tsc																																																										0
	1				100					2	Arreat's Face	tsc						cr1																													tsc																																																										0
	1				100					2	Homunculus	tsc						cr1																													tsc																																																										0
	1				100					2	Titan's Revenge	tsc						cr1																													tsc																																																										0
	1				100					2	Lycander's Aim	tsc						cr1																													tsc																																																										0
	1				100					2	Lycander's Flank	tsc						cr1																													tsc																																																										0
	1				100					2	The Oculus	tsc						cr1																													tsc																																																										0
	1				100					2	Herald of Zakarum	tsc						cr1																													tsc																																																										0
	1				100					2	Cutthroat1	tsc						cr1																													tsc																																																										0
	1				100					2	Jalal's Mane	tsc						cr1																													tsc																																																										0
	1				100					2	The Scalper	tsc						cr1																													tsc																																																										0
	1				100					2	Bloodmoon	tsc						cr1																													tsc																																																										0
	1				100					2	Djinnslayer	tsc						cr1																													tsc																																																										0
	1				100					2	Deathbit	tsc						cr1																													tsc																																																										0
	1				100					2	Warshrike	tsc						cr1																													tsc																																																										0
	1				100					2	Gutsiphon	tsc						cr1																													tsc																																																										0
	1				100					2	Razoredge	tsc						cr1																													tsc																																																										0
	1				100					2	Demonlimb	tsc						cr1																													tsc																																																										0
	1				100					2	Steelshade	tsc						cr1																													tsc																																																										0
	1				100					2	Tomb Reaver	tsc						cr1																													tsc																																																										0
	1				100					2	Deaths's Web	tsc						cr1																													tsc																																																										0
	1				100					2	Nature's Peace	tsc						cr1																													tsc																																																										0
	1				100					2	Azurewrath	tsc						cr1																													tsc																																																										0
	1				100					2	Seraph's Hymn	tsc						cr1																													tsc																																																										0
	1				100					2	Fleshripper	tsc						cr1																													tsc																																																										0
	1				100					2	Horizon's Tornado	tsc						cr1																													tsc																																																										0
	1				100					2	Stone Crusher	tsc						cr1																													tsc																																																										0
	1				100					2	Jadetalon	tsc						cr1																													tsc																																																										0
	1				100					2	Shadowdancer	tsc						cr1																													tsc																																																										0
	1				100					2	Cerebus	tsc						cr1																													tsc																																																										0
	1				100					2	Tyrael's Might	tsc						cr1																													tsc																																																										0
	1				100					2	Souldrain	tsc						cr1																													tsc																																																										0
	1				100					2	Runemaster	tsc						cr1																													tsc																																																										0
	1				100					2	Deathcleaver	tsc						cr1																													tsc																																																										0
	1				100					2	Executioner's Justice	tsc						cr1																													tsc																																																										0
	1				100					2	Stoneraven	tsc						cr1																													tsc																																																										0
	1				100					2	Leviathan	tsc						cr1																													tsc																																																										0
	1				100					2	Wisp	tsc						cr1																													tsc																																																										0
	1				100					2	Gargoyle's Bite	tsc						cr1																													tsc																																																										0
	1				100					2	Lacerator	tsc						cr1																													tsc																																																										0
	1				100					2	Mang Song's Lesson	tsc						cr1																													tsc																																																										0
	1				100					2	Viperfork	tsc						cr1																													tsc																																																										0
	1				100					2	Ethereal Edge	tsc						cr1																													tsc																																																										0
	1				100					2	Demonhorn's Edge	tsc						cr1																													tsc																																																										0
	1				100					2	The Reaper's Toll	tsc						cr1																													tsc																																																										0
	1				100					2	Spiritkeeper	tsc						cr1																													tsc																																																										0
	1				100					2	Hellrack	tsc						cr1																													tsc																																																										0
	1				100					2	Alma Negra	tsc						cr1																													tsc																																																										0
	1				100					2	Darkforge Spawn	tsc						cr1																													tsc																																																										0
	1				100					2	Widowmaker	tsc						cr1																													tsc																																																										0
	1				100					2	Bloodraven's Charge	tsc						cr1																													tsc																																																										0
	1				100					2	Ghostflame	tsc						cr1																													tsc																																																										0
	1				100					2	Shadowkiller	tsc						cr1																													tsc																																																										0
	1				100					2	Gimmershred	tsc						cr1																													tsc																																																										0
	1				100					2	Griffon's Eye	tsc						cr1																													tsc																																																										0
	1				100					2	Windhammer	tsc						cr1																													tsc																																																										0
	1				100					2	Thunderstroke	tsc						cr1																													tsc																																																										0
	1				100					2	Demon's Arch	tsc						cr1																													tsc																																																										0
	1				100					2	Boneflame	tsc						cr1																													tsc																																																										0
	1				100					2	Steelpillar	tsc						cr1																													tsc																																																										0
	1				100					2	Nightwing's Veil	tsc						cr1																													tsc																																																										0
	1				100					2	Crown of Ages	tsc						cr1																													tsc																																																										0
	1				100					2	Andariel's Visage	tsc						cr1																													tsc																																																										0
	1				100					2	Dragonscale	tsc						cr1																													tsc																																																										0
	1				100					2	Steel Carapice	tsc						cr1																													tsc																																																										0
	1				100					2	Medusa's Gaze	tsc						cr1																													tsc																																																										0
	1				100					2	Ravenlore	tsc						cr1																													tsc																																																										0
	1				100					2	Boneshade	tsc						cr1																													tsc																																																										0
	1				100					2	Flamebellow	tsc						cr1																													tsc																																																										0
	1				100					2	Fathom	tsc						cr1																													tsc																																																										0
	1				100					2	Wolfhowl	tsc						cr1																													tsc																																																										0
	1				100					2	Spirit Ward	tsc						cr1																													tsc																																																										0
	1				100					2	Kira's Guardian	tsc						cr1																													tsc																																																										0
	1				100					2	Ormus' Robes	tsc						cr1																													tsc																																																										0
	1				100					2	Gheed's Fortune	tsc						cr1																													tsc																																																										0
	1				100					2	Stormlash	tsc						cr1																													tsc																																																										0
	1				100					2	Halaberd's Reign	tsc						cr1																													tsc																																																										0
	1				100					2	Spike Thorn	tsc						cr1																													tsc																																																										0
	1				100					2	Dracul's Grasp	tsc						cr1																													tsc																																																										0
	1				100					2	Frostwind	tsc						cr1																													tsc																																																										0
	1				100					2	Templar's Might	tsc						cr1																													tsc																																																										0
	1				100					2	Eschuta's temper	tsc						cr1																													tsc																																																										0
	1				100					2	Firelizard's Talons	tsc						cr1																													tsc																																																										0
	1				100					2	Sandstorm Trek	tsc						cr1																													tsc																																																										0
	1				100					2	Marrowwalk	tsc						cr1																													tsc																																																										0
	1				100					2	Heaven's Light	tsc						cr1																													tsc																																																										0
	1				100					2	Arachnid Mesh	tsc						cr1																													tsc																																																										0
	1				100					2	Nosferatu's Coil	tsc						cr1																													tsc																																																										0
	1				100					2	Metalgrid	tsc						cr1																													tsc																																																										0
	1				100					2	Verdugo's Hearty Cord	tsc						cr1																													tsc																																																										0
	1				100					2	Carrion Wind	tsc						cr1																													tsc																																																										0
	1				100					2	Giantskull	tsc						cr1																													tsc																																																										0
	1				100					2	Ironward	tsc						cr1																													tsc																																																										0
	1				100					2	Arioc's Needle	tsc						cr1																													tsc																																																										0
	1				100					2	Cranebeak	tsc						cr1																													tsc																																																										0
	1				100					2	Nord's Tenderizer	tsc						cr1																													tsc																																																										0
	1				100					2	Earthshifter	tsc						cr1																													tsc																																																										0
	1				100					2	Wraithflight	tsc						cr1																													tsc																																																										0
	1				100					2	Bonehew	tsc						cr1																													tsc																																																										0
	1				100					2	Ondal's Wisdom	tsc						cr1																													tsc																																																										0
	1				100					2	The Reedeemer	tsc						cr1																													tsc																																																										0
	1				100					2	Headhunter's Glory	tsc						cr1																													tsc																																																										0
	1				100					2	Steelrend	tsc						cr1																													tsc																																																										0
	1				100					2	Seraph's Hymn Cr	tsc						cr1																													tsc																																																										0
	1				100					2	Bul Katho's Wedding Band Cr	tsc						cr1																													tsc																																																										0
	1				100					2	Highlord's Wrath Cr	tsc						cr1																													tsc																																																										0
	1				100					2	Mara's Kaleidoscope Cr	tsc						cr1																													tsc																																																										0
	1				100					2	The Stone of Jordan Cr	tsc						cr1																													tsc																																																										0
	1				100					2	Raven Frost Cr	tsc						cr1																													tsc																																																										0
	1				100					2	Wisp Cr	tsc						cr1																													tsc																																																										0
	1				100					2	Hellfire Torch	tsc						cr1																													tsc																																																										0
	1				100					2	Cold Rupture	tsc						cr1																													tsc																																																										0
	1				100					2	Flame Rift	tsc						cr1																													tsc																																																										0
	1				100					2	Crack of the Heavens	tsc						cr1																													tsc																																																										0
	1				100					2	Rotting Fissure	tsc						cr1																													tsc																																																										0
	1				100					2	Bone Break	tsc						cr1																													tsc																																																										0
	1				100					2	Black Cleft	tsc						cr1																													tsc																																																										0
	1				100					2	Annihilus	tsc						cr1																													tsc																																																										0
	1				100					2	Rainbow Facet	tsc						cr1																													tsc																																																										0
	1				100					12	"cr1,qty=12"							cr2																																																																																							0
	1				100					12	"cr2,qty=12"							cr3																																																																																							0
	1				100					2	"uap,mag,noe"	cr3						Harlequin Crest	99			dur%_new	50		-99	-99	ethereal	5		1	1																																																																										0
	1				100					2	"uhm,mag,noe"	cr3						Nightwing's Veil	99			dur%_new	50		-99	-99	ethereal	5		1	1																																																																										0
	1				100					2	"uh9,mag,noe"	cr3						Giantskull	99			dur%_new	50		-99	-99	ethereal	5		1	1																																																																										0
	1				100					2	"uui,mag,noe"	cr3						Ormus' Robes	99			dur%_new	50		-99	-99	ethereal	5		1	1																																																																										0
